nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,,,
nm0002126,Dorian Harewood,1950,\N,"actor,soundtrack",tt0398712,tt0114576,tt0117705,tt0093058
nm0002127,Mariska Hargitay,1964,\N,"actress,producer,director",tt0113627,tt0203259,tt0495596,tt0139414
nm0002128,Tess Harper,1950,\N,actress,tt0090886,tt0086423,tt0477348,tt0119395
nm0002129,Gregory Harrison,1950,\N,"actor,producer,director",tt0174119,tt0076993,tt0087981,tt0078704
nm0002130,Kathryn Harrold,1950,\N,actress,tt0395843,tt0082764,tt0084931,tt0091828
nm0002131,Laurence Harvey,1928,1973,"actor,director,producer",tt0059084,tt0056700,tt0056218,tt0053226
nm0002133,Ernest Hemingway,1899,1961,"writer,actor",tt0042005,tt0037382,tt0038669,tt0035896
nm0002134,Paul Henreid,1908,1992,"director,actor,producer",tt0076009,tt0034583,tt0035140,tt0040444
nm0002135,Pamela Hensley,1950,\N,actress,tt0071054,tt0081249,tt0077278,tt0073631
nm0002137,Arthur Hiller,1923,2016,"director,producer,actor",tt0066011,tt0098282,tt0067217,tt0079336
nm0002138,Gregory Hines,1946,2003,"actor,soundtrack,miscellaneous",tt0082517,tt0091875,tt0157246,tt0110971
nm0002139,Judd Hirsch,1935,\N,"actor,miscellaneous,soundtrack",tt0116629,tt0077089,tt14208870,tt0268978
nm0002141,Celeste Holm,1917,2012,"actress,soundtrack,miscellaneous",tt0042192,tt0049314,tt0041257,tt0039416
nm0002142,Sandrine Holt,\N,\N,actress,tt4158110,tt1856010,tt3032476,tt1796960
nm0002143,Edward Everett Horton,1886,1970,"actor,soundtrack",tt0057193,tt0030241,tt0027125,tt0036613
nm0002144,John Houseman,1902,1988,"actor,producer,writer",tt0070509,tt0073631,tt0073802,tt0080749
nm0002145,Trevor Howard,1913,1988,actor,tt0041959,tt0066319,tt0083987,tt0037558
nm0002147,Tab Hunter,1931,2018,"actor,producer,soundtrack",tt0084021,tt0082926,tt0049036,tt0051516
nm0002148,Mary Beth Hurt,1946,\N,actress,tt0452637,tt0077742,tt0084917,tt0404032
nm0002149,Betty Hutton,1921,2007,"actress,soundtrack,writer",tt0037077,tt0038119,tt0044672,tt0042200
nm0002150,Billy Idol,1955,\N,"music_artist,soundtrack,actor",tt0108399,tt0098987,tt0120888,tt0111257
nm0002151,Frank DeMarco,\N,\N,"special_effects,actor,art_department",tt0083630,tt0085862,tt0082350,tt0088247
nm0002152,Jörg Widmer,\N,\N,"camera_department,cinematographer,actor",tt5827916,tt0993842,tt0478304,tt0434409
nm0002154,Alfred Abel,1879,1937,"actor,director,miscellaneous",tt0013086,tt0021128,tt0017136,tt0013496
nm0002157,Herbert Achternbusch,1938,2022,"actor,writer,director",tt0082651,tt0085585,tt0081221,tt0113244
nm0002158,Edvin Adolphson,1893,1979,"actor,director,soundtrack",tt0026366,tt0021194,tt0024726,tt0036012
nm0002161,Hans Albers,1891,1960,"actor,soundtrack,producer",tt0021681,tt0030730,tt1244668,tt0022869
nm0002166,John A. Alonzo,1934,2001,"cinematographer,actor,camera_department",tt0067927,tt0111280,tt0054047,tt0071315
nm0002168,Willeke van Ammelrooy,1944,\N,"actress,director,writer",tt0198654,tt0181194,tt0112379,tt0410297
nm0002169,Tori Amos,1963,\N,"soundtrack,composer,actress",tt0116225,tt0114857,tt0117998,tt0304415
nm0002170,Ashok Amritraj,1957,\N,"producer,actor,writer",tt0218817,tt0985694,tt0208988,tt0144117
nm0002173,Laurie Anderson,1947,\N,"soundtrack,composer,actress",tt4935446,tt0819103,tt0091216,tt9495224
nm0002177,Oscar Apfel,1878,1938,"actor,director,writer",tt0006403,tt0004635,tt0013902,tt0007028
nm0002180,Francesca Archibugi,1960,\N,"writer,director,actress",tt0095633,tt0107040,tt1261056,tt0143093
nm0002181,Imanol Arias,1956,\N,"actor,director,producer",tt0119974,tt0093458,tt0222534,tt0302447
nm0002183,George Arliss,1868,1946,"actor,writer,soundtrack",tt0021595,tt0023537,tt0020938,tt0019823
nm0002184,Vic Armstrong,1946,\N,"stunts,assistant_director,actor",tt0480249,tt0246460,tt0948470,tt2467046
nm0002186,Luciana Arrighi,1940,\N,"production_designer,costume_designer,actress",tt0104454,tt0107943,tt0166485,tt0114388
nm0002190,Anthony Asquith,1902,1968,"director,writer,actor",tt0052033,tt0030637,tt0043362,tt0038238
nm0002192,Michel Audiard,1920,1985,"writer,director,actor",tt0082436,tt0089726,tt0057344,tt0164212
nm0002195,Hy Averback,1920,1997,"director,producer,actor",tt0043435,tt0053547,tt0050053,tt0068098
nm0002196,Gabriel Axel,1918,2014,"director,actor,writer",tt0092603,tt0063531,tt0050464,tt0125695
nm0002198,Charles Aznavour,1924,2018,"soundtrack,actor,music_department",tt10749896,tt0125439,tt0054389,tt0120663
nm0002209,John McDermott,1893,1946,"actor,writer,director",tt0017084,tt0018381,tt0011117,tt0012559
nm0002210,Frank DeCaro,1962,\N,"actor,writer,producer",tt4474518,tt0289785,tt0296065,tt8900306
nm0002211,Christopher DeFaria,1959,\N,"producer,production_manager,actor",tt1392190,tt2386490,tt1454468,tt1677720
nm0002216,Yves Robert,1920,2002,"actor,writer,producer",tt0242775,tt0068655,tt0054949,tt0076470
nm0002218,Claude Miller,1942,2012,"writer,director,actor",tt0089072,tt0164212,tt0098087,tt0082436
nm0002222,Christopher Bradley,1961,\N,"actor,writer,director",tt0119508,tt0087472,tt4287236,tt0096426
nm0002230,Carlos Gallardo,\N,\N,"producer,actor,writer",tt2034176,tt0112851,tt0104815,tt1077258
nm0002231,Gian Maria Volontè,1933,1994,"actor,director,writer",tt0059578,tt0065889,tt0058461,tt0065531
nm0002232,Erich von Stroheim Jr.,1916,1968,"assistant_director,actor",tt0047767,tt0048913,tt0052442,tt0055423
nm0002233,Erich von Stroheim,1885,1957,"actor,writer,director",tt0028950,tt0043014,tt0009937,tt0019558
nm0002235,Mike Hagerty,1954,2022,"actor,soundtrack",tt12759100,tt0093693,tt0108778,tt0264235
nm0002240,Katt Shea,\N,\N,"director,actress,writer",tt0144814,tt0105156,tt8323104,tt11278476
nm0002242,Anthony Valentine,1939,2015,"actor,soundtrack",tt0103411,tt1356323,tt0424417,tt0061238
nm0002243,Sam Douglas,1957,\N,actor,tt0120663,tt7016936,tt1657507,tt0208092
nm0002244,Patrick Robert Smith,1964,\N,"actor,stunts",tt0110442,tt1219024,tt1196946,tt3475734
nm0002245,Tzi Ma,\N,\N,"actor,producer",tt2543164,tt0258068,tt8637428,tt0120812
nm0002246,Harry Van Gorkum,\N,\N,"actor,miscellaneous,writer",tt1538403,tt0313911,tt0314353,tt0838232
nm0002248,Gerard Kelly,1959,2010,"actor,director,soundtrack",tt1380818,tt0090401,tt0197152,tt0281973
nm0002250,Rémi Bergman,1960,\N,"production_manager,actor,location_management",tt0191636,tt0106195,tt0401445,tt0269329
nm0002253,John Carroll Lynch,1963,\N,"actor,director,soundtrack",tt4276820,tt1092026,tt0116282,tt0348836
nm0002254,King Hu,1932,1997,"actor,director,writer",tt0192213,tt0079886,tt0064451,tt0060635
nm0002262,J.P. Manoux,\N,\N,"actor,director,writer",tt0108757,tt0340281,tt1759761,tt0356150
nm0002264,Glenn Gaines,\N,\N,"sound_department,actor,music_department",tt0245891,tt0207377,tt0131502,tt1353056
nm0002266,Jak Osmond,1966,\N,"special_effects,assistant_director,actor",tt0120657,tt1772240,tt0449487,tt0253556
nm0002268,Gary Vermeir,\N,\N,"writer,actor",tt0808080,tt0115243,tt0446636,tt1516172
nm0002269,Edmon Ryan,1905,1984,actor,tt0043238,tt0042771,tt0066473,tt0065112
nm0002270,Rex Ingram,1895,1969,"actor,soundtrack",tt0031020,tt0036323,tt0033152,tt0051666
nm0002271,Rex Ingram,1892,1950,"director,actor,writer",tt0017103,tt0201452,tt0019469,tt0006740
nm0002285,Pat O'Brien,1899,1983,"actor,soundtrack,producer",tt0029870,tt0039772,tt0053291,tt0021890
nm0002287,Gary Kauffman,\N,\N,"miscellaneous,producer,actor",tt0116985,tt0139362,tt0353324,tt0978759
nm0002290,Loren Avedon,1962,\N,"actor,stunts,producer",tt0102217,tt0118944,tt0114447,tt0097991
nm0002294,Timm Zemanek,1947,\N,actor,tt0110955,tt0306275,tt0161216,tt0116329
nm0002300,Robert E. Collins,1935,2008,"cinematographer,camera_department,actor",tt0086034,tt0086759,tt0078346,tt0202179
nm0002311,Montagu Love,1880,1943,"actor,soundtrack",tt0028757,tt0033028,tt0029843,tt0031398
nm0002317,Alice Duer Miller,1874,1942,"writer,actress,miscellaneous",tt0032638,tt0044855,tt0028505,tt0026942
nm0002322,Richard Burns,\N,\N,"actor,producer",tt0096134,tt0891527,tt0975645,tt0442933
nm0002326,Al Sapienza,\N,\N,"actor,producer,stunts",tt0141842,tt1632701,tt5057054,tt1856010
nm0002332,Stephen Lang,1952,\N,"actor,producer,writer",tt1630029,tt4160708,tt0499549,tt0091474
nm0002341,Richard T. Whelan,\N,\N,actor,tt0153012,tt0371282,tt0398839,tt0314822
nm0002343,Adrian G. Griffiths,1964,\N,"actor,stunts,director",tt0118480,tt0458525,tt0822854,tt3385516
nm0002344,Tom Judson,1960,\N,"composer,actor,music_department",tt1156149,tt0113416,tt0100142,tt0470272
nm0002347,Kate O'Toole,1960,\N,"actress,producer",tt1646922,tt0256276,tt0092843,tt2204867
nm0002350,Jim Meskimen,\N,\N,"actor,animation_department,miscellaneous",tt0112384,tt1266020,tt0098800,tt0170016
nm0002356,Gregory Avellone,\N,\N,"actor,director,producer",tt0114898,tt0103855,tt0093640,tt0119925
nm0002357,JD Roberto,1969,\N,"actor,stunts,producer",tt1872181,tt0990407,tt0948470,tt0120746
nm0002364,Dante Basco,1975,\N,"actor,producer,writer",tt0179116,tt2139965,tt0446046,tt0102057
nm0002365,Dionysio Basco,1977,\N,"actor,director,producer",tt13322120,tt3120560,tt4065382,tt0285728
nm0002369,John Williams,1903,1983,actor,tt0048728,tt0051201,tt0046912,tt0047437
nm0002379,Hans Moser,1880,1964,"actor,soundtrack,writer",tt0028878,tt0048684,tt0036333,tt0033049
nm0002385,Linda Moran,\N,\N,"producer,actress,miscellaneous",tt8110640,tt0808279,tt0242587,tt0407265
nm0002389,Nigel Plaskitt,1950,\N,"actor,miscellaneous,producer",tt0120738,tt0091419,tt0091369,tt0371724
nm0002391,Dwayne Adway,1969,\N,"actor,producer,director",tt0367085,tt0140829,tt0378109,tt0361620
nm0002395,Craig Binkley,1946,\N,"art_department,miscellaneous,actor",tt0102685,tt0061184,tt1285309,tt0445946
nm0002398,Paris Themmen,1959,\N,"actor,miscellaneous,assistant_director",tt0110426,tt0491152,tt2198243,tt0067992
nm0002400,Suresh Jindal,1942,2022,"producer,director,actor",tt2077904,tt0076696,tt0083987,tt0072064
nm0002406,Harry Jay Knowles,1971,\N,"producer,actor,writer",tt1707821,tt7171224,tt0306846,tt0133751
nm0002410,Jerome Borenstein,1967,\N,"assistant_director,actor,miscellaneous",tt0408306,tt0293564,tt4532826,tt0298814
nm0002411,Mani Kaul,1944,2011,"director,writer,actor",tt0066787,tt0207626,tt0070009,tt0066514
nm0002429,Lloyd A. Silverman,\N,\N,"producer,writer,actor",tt2002631,tt0120834,tt0143874,tt0207745
nm0002431,Nicholas Tabarrok,\N,\N,"producer,writer,actor",tt4470266,tt0814131,tt3917710,tt1303828
nm0002434,Cam Cronin,1972,\N,actor,tt0118480,tt0309593,tt0106179,tt0385961
nm0002436,Shannon Elizabeth,1973,\N,"actress,producer,director",tt0314331,tt6521876,tt0175142,tt0163651
nm0002437,Michael Kevin Walker,\N,\N,"actor,writer,producer",tt0195582,tt0117894,tt0410626,tt1156394
nm0002438,Burnie Burns,1973,\N,"producer,writer,actor",tt0401747,tt3864024,tt8390938,tt5707408
nm0002439,Guy Camara,1964,\N,"producer,actor,writer",tt0119361,tt2338283,tt1059897,tt2328797
nm0002442,Fredrik Klasson,\N,\N,"director,actor,cinematographer",tt0145830,tt0140295,tt0157584,tt0135042
nm0002443,Franz Hohler,1943,\N,"writer,actor,director",tt0136795,tt0107338,tt0206702,tt11329008
nm0002444,Frederick Long,1948,2004,"actor,writer,casting_department",tt0080354,tt0089835,tt0098944,tt0284225
nm0002449,Martin Veselich,\N,\N,"assistant_director,actor,producer",tt0329539,tt0133752,tt0228953,tt0272652
nm0002465,Tyler Tharpe,1968,\N,"director,writer,actor",tt3323838,tt0103783,tt0151305,tt0889218
nm0002468,Knox White,1963,\N,"sound_department,actor,miscellaneous",tt1815862,tt0119654,tt1637688,tt0096754
nm0002474,Charley Scalies,\N,\N,actor,tt0165859,tt0112712,tt0306414,tt0114746
nm0002477,Todd Toon,1964,\N,"sound_department,actor",tt5116302,tt0187078,tt1663202,tt9243946
nm0002478,Ernst Gossner,\N,\N,"director,writer,actor",tt0478273,tt0208969,tt4474270,tt2014295
nm0002484,David Glanzer,\N,\N,"casting_director,casting_department,actor",tt0372283,tt0099587,tt1047445,tt1470846
nm0002485,William Preston Robertson,\N,\N,"actor,miscellaneous,writer",tt0101410,tt0118715,tt0092991,tt0116282
nm0002492,John Bowker,\N,\N,"actor,writer,director",tt0220451,tt21209736,tt1199558,tt0375160
nm0002498,Matthew L. Weiss,\N,\N,"editor,actor,cinematographer",tt0428649,tt4840804,tt11394186,tt9601220
nm0002500,Tom McArdle,\N,\N,"editor,actor,editorial_department",tt6820324,tt5301662,tt1606392,tt1895587
nm0002502,Yvann Thibaudeau,1973,\N,"editor,actor,editorial_department",tt1048147,tt1656177,tt1486834,tt8264546
nm0002503,Harry Carey,1878,1947,"actor,writer,producer",tt0031679,tt0032247,tt0040724,tt0022495
nm0002504,Herbert Beerbohm Tree,1852,1917,"actor,director,writer",tt0000247,tt1986989,tt0004728,tt0001658
nm0002514,Michael Marino,\N,\N,"make_up_department,actor,miscellaneous",tt0947798,tt1877830,tt6802400,tt8695030
nm0002517,Lee Purcell,\N,\N,"actress,producer,director",tt3500724,tt5321174,tt0077235,tt0086525
nm0002518,Ryan Koch,1981,\N,"actor,writer,producer",tt10551078,tt0209779,tt6047118,tt0058796
nm0002520,Jeff Mazzola,\N,\N,"art_department,producer,actor",tt0139388,tt0278823,tt0887966,tt0486620
nm0002525,Kevin Marcy,\N,\N,"miscellaneous,producer,actor",tt0095705,tt0306047,tt0102558,tt0106598
nm0002530,Kelly Wagner,1972,\N,"casting_director,producer,actress",tt0411951,tt0343818,tt1187064,tt1633356
nm0002536,Emmy Rossum,1986,\N,"actress,producer,soundtrack",tt0319262,tt0293508,tt1586680,tt0327056
nm0002540,John Jabaley,1969,\N,"actor,location_management,production_manager",tt0360009,tt3315342,tt1235522,tt0758758
nm0002546,Mena Suvari,1979,\N,"actress,producer,soundtrack",tt0217630,tt0421054,tt0163651,tt0169547
nm0002554,Claudette Nevins,1937,2020,"actress,soundtrack",tt0102945,tt0112022,tt0090213,tt0120844
nm0002555,Konstantin Seitz,\N,\N,"producer,miscellaneous,actor",tt1235537,tt0806910,tt2085752,tt5916734
nm0002556,Billy Maddox,\N,\N,actor,tt0112173,tt0272036,tt0119996,tt0303017
nm0002565,Laine Megaw,\N,\N,actress,tt0122738,tt0986233,tt0127516,tt0388154
nm0002570,Melissa Reneé Martin,1979,\N,actress,tt0100419,tt0412253,tt0265787,tt0098790
nm0002571,Melissa Martin,1955,2008,"actress,casting_director",tt0094963,tt0112867,tt0104070,tt0106644
nm0002575,Sergio Ercolessi,\N,\N,"assistant_director,actor,producer",tt7599942,tt1697064,tt0335345,tt5056196
nm0002577,Dave Halls,\N,\N,"assistant_director,actor,director",tt0234215,tt0116282,tt5657856,tt0281322
nm0002581,Nanci Roberts,1950,\N,"production_designer,art_director,actress",tt1397280,tt2962876,tt2446042,tt0936501
nm0002586,Chitra F. Mojtabai,1961,\N,"assistant_director,miscellaneous,actress",tt0106697,tt0120746,tt0120768,tt0120461
nm0002588,Glenn Saxson,1942,\N,"actor,producer",tt0188483,tt0060608,tt0061582,tt0061952
nm0002591,Carl Drews,1894,1983,"cinematographer,camera_department,actor",tt0438051,tt0252810,tt0441298,tt0025386
nm0002593,Rick Johnson,1961,\N,"actor,miscellaneous,director",tt0404203,tt0116695,tt0213205,tt0146838
nm0002594,Dylan Taylor,\N,\N,actor,tt0112104,tt4121264,tt0109783,tt3732206
nm0002596,Tony Rycyk,\N,\N,"art_department,actor",tt0192126,tt0280788,tt0301684,tt0172495
nm0002598,Robert Benedetti,1939,\N,"actor,producer,writer",tt0119679,tt0179940,tt0095088,tt0095687
nm0002604,Robert Blanche,1962,2020,"actor,writer,producer",tt0203019,tt0259153,tt0469641,tt5891062
nm0002606,David Price,1961,\N,"director,actor,producer",tt0107387,tt0112895,tt0106557,tt0083929
nm0002607,Nico Lypitkas,1974,\N,"director,actor,assistant_director",tt0205469,tt0211474,tt0396958,tt0284433
nm0002615,Siegmund Lubin,1851,1923,"producer,director,actor",tt0780034,tt0238498,tt0000472,tt0287024
nm0002616,Anita Loos,1889,1981,"writer,producer,actress",tt0010185,tt0010762,tt0045810,tt0013540
nm0002628,Félix de Pomés,1889,1969,"actor,director,writer",tt0043903,tt0033862,tt0211614,tt0037387
nm0002633,Ken Rush,1968,\N,actor,tt0179344,tt0188830,tt0254617,tt0162065
nm0002635,Maurizio Argentieri,1964,\N,"sound_department,actor",tt0237539,tt0399201,tt0892318,tt1608290
nm0002636,Heidi Grotsky,1969,\N,"make_up_department,actress",tt0116367,tt0124901,tt0112867,tt0112906
nm0002637,Steven Warren Hill,1966,\N,"actor,writer,camera_department",tt0164145,tt0808519,tt0156946,tt1733304
nm0002642,Warwick Young,1973,\N,"actor,writer,producer",tt2973554,tt0348150,tt1418646,tt3469750
nm0002649,Yûki Masuda,1973,\N,"actress,animation_department,music_department",tt0396659,tt0290223,tt0397192,tt2160200
nm0002656,Benedikt Brydern,\N,\N,"composer,music_department,actor",tt2078718,tt5180504,tt0137494,tt1082599
nm0002659,Les Weldon,\N,\N,"producer,writer,actor",tt1320253,tt1206885,tt6189022,tt1959563
nm0002662,Orestes Matacena,1941,\N,"actor,writer,producer",tt0120891,tt2076974,tt0110475,tt0096213
nm0002663,Diane Ladd,1935,\N,"actress,soundtrack,director",tt2446980,tt0100935,tt0071315,tt0071115
nm0002667,George Buck,\N,\N,actor,tt0098282,tt0092563,tt0094812,tt0086969
nm0002668,George 'Buck' Flower,1937,2004,"actor,writer,producer",tt0088172,tt0096256,tt0096874,tt0088763
nm0002670,Trevor Black,\N,\N,"actor,producer",tt7909970,tt3725034,tt0452046,tt0118178
nm0002676,Robert Kuhn,\N,\N,actor,tt0082367,tt0334542,tt0091834,tt22875644
nm0002677,Nathalie Alonso Casale,1970,\N,"editor,director,actress",tt0416446,tt0161800,tt0210838,tt0234188
nm0002678,Lincoln Stalmaster,1966,\N,"miscellaneous,producer,actor",tt10955928,tt3584354,tt0094582,tt0474865
nm0002679,Lynn Stalmaster,1927,2021,"casting_director,casting_department,actor",tt0078346,tt0083944,tt0073631,tt0185183
nm0002683,Christopher Kendra,1970,\N,actor,tt0213763,tt0212815,tt0246890,tt0220360
nm0002690,Danica DeCosto,1976,\N,"actress,director,producer",tt0313708,tt0306998,tt0201050,tt0375962
nm0002694,Leland L. Jones,1963,\N,actor,tt0163676,tt1276434,tt4463894,tt0249478
nm0002697,Mark Giambruno,\N,\N,"actor,art_department,writer",tt0356878,tt0157501,tt0770762,tt0157493
nm0002699,Xavier Koller,1944,\N,"director,writer,actor",tt1853544,tt0100470,tt0186202,tt0143860
nm0002701,Paulette Rubinstein,1923,2022,"miscellaneous,actress,writer",tt0219756,tt0104452,tt0108550,tt0138101
nm0002719,Vincent Lascoumes,1959,\N,"assistant_director,actor",tt1840309,tt1634106,tt0278504,tt3501632
nm0002721,Kieron Phipps,\N,\N,"assistant_director,production_manager,actor",tt9731386,tt0112573,tt0203119,tt0404030
nm0002725,Eric Yellin,1966,2022,"assistant_director,miscellaneous,actor",tt12611178,tt0790724,tt0489099,tt0356618
nm0002728,Juan José Campanella,1959,\N,"writer,director,actor",tt1994702,tt8453986,tt0210843,tt1305806
nm0002740,Ben Eberhard,1975,\N,"actor,producer",tt0115317,tt0207826,tt0138956,tt0112111
nm0002743,Daniel McVicar,1958,\N,"actor,producer,director",tt0111093,tt0849423,tt0088587,tt0092325
nm0002751,Francisco Rojo Villada,1958,\N,"production_manager,transportation_department,actor",tt0947810,tt2515034,tt0758774,tt0440963
nm0002756,Cal Johnson,\N,\N,"stunts,actor,assistant_director",tt7638348,tt5095030,tt3890160,tt4073790
nm0002767,Larry Lalonde,\N,\N,"music_department,soundtrack,actor",tt1007028,tt1701990,tt0339851,tt0101452
nm0002768,Blanche Friderici,1878,1933,"actress,soundtrack",tt0024539,tt0019344,tt0020748,tt0025316
nm0002769,Romy Schneider,1938,1982,"actress,soundtrack",tt0050974,tt0081182,tt0073155,tt0048624
nm0002773,Norma Maldonado,1962,\N,actress,tt3566726,tt2262532,tt0903747,tt6470478
nm0002776,Johnny Hallyday,1943,2017,"music_artist,actor,soundtrack",tt0838232,tt0301414,tt3488710,tt3922798
nm0002777,Larry Mendte,1957,\N,"director,actor,producer",tt0119942,tt0167515,tt2102736,tt1475226
nm0002786,Mia Korf,\N,\N,actress,tt0112022,tt0892535,tt0368479,tt0062595
nm0002790,Mark Hager,\N,\N,"miscellaneous,actor,producer",tt0119174,tt0286716,tt0234215,tt0330793
nm0002791,Craig Dabrowski,1974,\N,"editorial_department,producer,actor",tt0155197,tt0413573,tt0393567,tt1362264
nm0002792,Doug Hobart,1927,\N,"actor,make_up_department,special_effects",tt0062481,tt0071654,tt0063554,tt0065727
nm0002797,Ricardo Franco,1949,1998,"director,writer,actor",tt0118788,tt0094729,tt0176912,tt0073518
nm0002799,Laurie Murdoch,1958,\N,actor,tt1442065,tt1895587,tt5639976,tt0106179
nm0002800,Scott Levy,1971,\N,"actor,producer,sound_department",tt1323595,tt0401462,tt0119567,tt0120338
nm0002801,Ashley Edner,1990,\N,"actress,miscellaneous",tt0315983,tt0411007,tt0299591,tt2660888
nm0002802,Nicolas Lartigue,\N,\N,"camera_department,actor,editor",tt0118685,tt0344854,tt0473753,tt0492498
nm0002803,Michael Klastorin,1957,\N,"miscellaneous,actor,writer",tt0253754,tt0102070,tt0117318,tt0099088
nm0002810,Bobby Edner,1988,\N,"actor,miscellaneous,soundtrack",tt0104652,tt0313911,tt0338459,tt0120338
nm0002811,Jeremy Knaster,\N,\N,"camera_department,actor,art_department",tt0115956,tt0133952,tt0368008,tt1409024
nm0002816,Miguel Ligero,1890,1968,"actor,writer,soundtrack",tt0057641,tt0029897,tt0047206,tt0025942
nm0002817,Soledad Miranda,1943,1970,actress,tt0055577,tt0218181,tt0067846,tt0066380
